id,longitude,latitude,total
100632223,-86.08536,40.74613,22.77
100632224,-84.27178,39.647854,50.25
100632225,-98.53245,29.613579,50.62
100632229,-97.28028,37.43592,26.99
100632230,-77.482475,37.235085,103.78
100632232,-92.81427,45.264645,56.42
100632234,-95.8783,32.553318,22.77
100632235,-82.192795,36.2551,18.23
100632236,-71.41563,42.304966,38.3
100632237,-158.11977,21.340786,123.77
100632238,-76.68101,39.36906,40.69
100632239,-112.07639,33.501144,42.16
100632240,-84.08698,34.157764,127.62
100632242,-83.467224,42.56861,194.36
100632243,-98.42097,40.531178,15.88
100632244,-149.8132,61.157787,151.6
100632246,-82.42258,34.8901,20.8
100632249,-89.72501,39.778175,34.56
100632250,-82.22082,39.755234,35.52
100632254,-82.02579,28.889797,25.18
100632255,-82.424545,28.865973,77.52
100632256,-96.85802,33.116253,41.8
100632257,-97.25596,35.510147,84.11
100632259,-111.87866,40.729843,61.05
100632260,-83.78153,42.313507,15.88
100632262,-95.75475,29.755426,34.78
100632265,-77.529785,39.438744,47.97
100632267,-86.125336,41.677795,24.03
100632268,-121.25718,38.68554,43.89
100632269,-71.31603,42.96923,49.44
100632270,-122.168045,37.7878,80.44
100632271,-157.75038,21.421545,39.93
100632272,-93.981895,45.008617,26.92
100632273,-73.81345,40.725105,58.15
100632274,-93.18271,45.199482,52.44
100632275,-122.62242,45.562206,97.27
100632276,-122.225525,48.103592,103.13
100632278,-122.50223,48.704586,32.01
100632279,-75.503876,39.107437,25.74
100632280,-77.16846,39.38456,53.58
100632284,-76.55038,39.34719,103.19
100632286,-95.97115,41.180817,79.87
100632288,-71.62975,43.69213,26.07
100632289,-97.39482,33.03904,50.34
100632290,-110.9431,31.897455,41.66
100632292,-120.43892,34.938065,95.87
100632293,-117.621735,34.09322,47.53
100632295,-82.50236,35.470203,396.66
100632297,-80.27244,26.134878,75.68
100632298,-88.19524,36.195354,31.16
100632299,-91.79638,29.998192,97.23
100632301,-120.447174,37.31643,20.84
100632302,-71.193634,42.37614,15.2
100632306,-83.175385,41.1168,15.2
100632308,-113.54179,37.10837,31.73
100632310,-87.94475,44.42525,80.36
100632311,-83.36648,42.521877,30.82
100632312,-87.25068,41.517933,19.61
100632314,-117.503975,33.89544,18.16
100632315,-117.60037,34.14141,40.16
100632316,-71.67745,42.641624,62.99
100632317,-73.91782,40.774975,21.756
100632318,-75.6489,39.426746,27.55
100632320,-79.65775,40.363113,16.606
100632322,-85.8357,38.330315,13.986
100632324,-122.51303,47.68518,125.96
100632325,-75.15332,39.94088,39.162
100632326,-116.425766,43.517483,16.37
100632329,-77.93617,35.759983,11.946
100632331,-116.425766,43.517483,14.16
100632333,-116.425766,43.517483,14.58
100632334,-81.73651,41.484337,17.266
100632335,-82.00437,36.70387,36.012
100632336,-95.55836,29.524055,25.706
100632337,-122.691025,47.68794,22.736
100632339,-118.05434,34.063538,16.626
100632341,-74.148705,40.099533,48.376
100632342,-93.34521,45.04458,12.486
100632343,-84.02741,42.148216,20.65
100632345,-95.71033,36.01409,26.026
100632346,-93.21677,44.131973,28.11
100632348,-90.207535,35.248108,19.986
100632349,-96.76586,33.0966,32.176
100632351,-118.33466,34.18294,10.79
100632352,-80.08652,36.136505,19.196
100632353,-122.168655,47.351562,36.88
100632354,-92.13993,40.77158,19.99
100632355,-97.47664,37.65934,32.556
100632356,-118.32421,33.88458,17.97
100632357,-84.413376,43.01556,17.99
100632358,-96.64297,40.745243,15.97
100632359,-122.318115,47.605453,14.486
100632361,-79.946495,40.47955,34.51
100632364,-86.217834,39.87923,24.9
100632367,-86.63594,30.411137,46.49
100632370,-75.132645,40.312225,21.366
100632371,-93.14268,44.72867,35.94
100632374,-87.794975,42.75549,16.49
100632376,-117.87516,33.844162,27.816
100632377,-82.42258,34.8901,27.23
100632378,-121.25718,38.68554,35.96
100632379,-84.04463,35.849293,61.816
100632380,-83.74668,41.668472,23.16
100632381,-114.98553,35.997593,24.57
100632383,-83.8588,43.605164,7.686
100632384,-111.138145,32.378487,18.416
100632385,-81.603676,41.32421,22.536
100632386,-78.82315,35.89997,66.7
100632387,-87.78237,42.753838,32.866
100632391,-118.021255,34.154503,21.59
100632395,-89.202995,43.099106,37.256
100632396,-82.96346,39.874664,36.61
100632397,-121.769844,37.9777,24.216
100632398,-78.78728,42.941475,18.776
100632399,-157.73425,21.281227,13
100632400,-93.601204,32.635918,14.39
100632401,-92.87955,44.75377,5.996
100632402,-122.75701,45.33401,21.986
100632406,-90.23896,38.578888,33.056
100632407,-89.01924,37.795967,27.33
100632409,-85.99874,40.0619,124.81
100632412,-157.73425,21.281227,24.91
100632413,-118.10759,33.74072,118.29
100632414,-80.68301,28.214151,26.906
100632415,-94.59525,38.981403,26.746
100632417,-74.867966,40.5831,46.44
100632418,-71.06893,42.29311,20.856
100632419,-88.3298,44.262917,20.09
100632420,-118.176414,34.10249,22.826
100632421,-89.620605,40.58792,9.246
100632423,-120.39432,40.350994,45.636
100632424,-124.09541,43.898903,45.906
100632425,-74.41693,40.601856,37.536
100632426,-73.85516,42.365044,21.58
100632427,-77.35659,37.4054,45.74
100632428,-112.01033,33.071808,44.576
100632429,-81.800354,26.45279,26.826
100632430,-122.885315,42.35533,22.07
100632433,-77.34536,38.983204,23.546
100632435,-118.021416,33.71882,40.19
100632436,-94.80654,29.295053,44.976
100632438,-83.28367,42.24727,21.61
100632439,-106.7646,32.319706,25.716
100632440,-76.570435,38.937836,36.176
100632441,-120.96858,37.638958,45.716
100632442,-72.344025,41.955215,30.54
100632444,-122.10961,47.63554,18.976
100632446,-122.53487,37.969376,19.616
100632447,-79.3902,37.394234,20.73
100632448,-121.819695,39.723053,45.406
100632449,-87.83248,41.15111,130.87
100632450,-91.39617,40.44212,34.566
100632451,-120.44566,34.98036,13.59
100632454,-90.72518,35.8099,35.77
100632456,-77.372215,38.47234,30.23
100632458,-92.81427,45.264645,56.38
100632463,-91.817856,46.3439,11.986
100632464,-77.39997,38.948376,47.85
100632465,-122.4833,37.72127,15.99
100632466,-122.53487,37.969376,15.99
100632467,-75.302574,39.944004,104.54
100632468,-87.94452,41.901604,43.12
100632470,-84.35812,33.849865,25.46
100632471,-120.96858,37.638958,25.506
100632472,-122.94848,46.146698,17.99
100632473,-84.190636,34.059555,28.44
100632474,-118.89864,46.739075,121.046
100632475,-86.65025,46.40333,13.986
100632476,-82.69498,28.318312,34.636
100632477,-80.179535,42.043385,12.706
100632478,-73.79104,40.854805,19.59
100632481,-118.43197,33.988667,91.51
100632483,-90.56757,38.621876,51.816
100632484,-93.79771,41.56874,10.99
100632485,-79.86371,35.660027,15.39
100632486,-71.06893,42.29311,35.97
100632487,-80.38934,27.295944,50.09
100632489,-158.11977,21.340786,58.27
100632490,-104.82199,39.758545,40.14
100632493,-90.23896,38.578888,12.446
100632494,-80.21893,25.790245,82.04
100632497,-74.860756,40.02761,42.756
100632498,-97.28535,35.191223,25.566
100632500,-117.83152,33.988934,11.99
100632503,-121.2837,38.853394,15.99
100632506,-114.04062,35.24218,39.766
100632507,-117.47738,34.02122,14.07
100632508,-118.17929,34.136364,34.8
100632510,-73.18488,40.790848,27.356
100632511,-86.20929,39.569897,19.43
100632512,-81.96081,28.903921,21.386
100632513,-85.04576,33.17161,78.18
100632514,-82.190735,36.580154,21.166
100632515,-76.08471,40.430916,14.526
100632516,-81.19124,35.25297,44.68
100632517,-71.270584,41.940945,14.37
100632518,-112.07338,33.64366,29.796
100632519,-84.200745,31.21366,62.96
100632520,-116.50332,32.679684,73.166
100632521,-122.2001,47.934593,14.386
100632522,-81.49661,28.120287,17.966
100632523,-122.3745,45.58353,21.666
100632525,-82.339874,34.752098,27.926
100632527,-76.38935,39.564175,14.45
100632529,-116.425766,43.517483,25.36
100632530,-157.68796,21.300495,66.216
100632531,-84.11017,39.697098,27.08
100632532,-104.79331,39.37225,42.026
100632533,-119.01936,34.234955,21.96
100632534,-80.97105,32.02145,14.76
100632535,-79.41031,36.57537,28.68
100632538,-110.82596,32.293587,17.33
100632539,-73.1718,41.675285,26.89
100632540,-76.45438,39.251465,51.446
100632544,-104.80135,39.919777,15.986
100632547,-83.83062,42.471767,35.54
100632549,-93.47478,45.247757,21.69
100632553,-87.34314,36.589714,38.65
100632554,-117.77874,34.05882,52.38
100632555,-81.76659,41.27083,27.07
100632556,-117.72436,33.972813,18.41
100632557,-71.04428,43.387005,19.986
100632561,-121.21099,38.719822,31.6
100632562,-89.4684,43.04835,49.35
100632563,-98.03511,30.328032,18.6
100632565,-89.7548,45.211422,57.64
100632566,-112.37777,33.60706,45.316
100632567,-103.18957,34.44096,121.046
100632568,-97.43649,32.67473,15.99
100632569,-74.80617,40.808136,32.87
100632570,-82.7609,28.176655,28.666
100632571,-121.4808,38.52002,21.59
100632576,-122.62242,45.562206,115.456
100632577,-95.94527,41.160255,35.02
100632578,-118.00224,33.682095,87.02
100632580,-77.43478,38.766983,19.56
100632581,-111.82588,33.42599,101.69
100632582,-94.16176,39.027626,29.06
100632584,-86.89128,35.96186,29.4
100632586,-87.87463,41.989986,21.406
100632588,-89.99006,34.607464,49.696
100632589,-105.94641,32.914215,19.48
100632590,-84.58151,39.05544,21.59
100632591,-92.40313,44.009766,17.99
100632593,-97.83676,30.246103,101.75
100632594,-97.33737,32.145794,35.87
100632595,-84.152504,39.602474,27.08
100632596,-92.096436,30.510916,7.986
100632600,-80.34818,40.02241,37.67
100632601,-83.99485,33.991478,28.396
100632602,-82.22919,29.065767,15.606
100632603,-112.02656,46.736877,30.226
100632604,-73.0349,40.860374,92.1
100632605,-117.80915,33.788677,59.22
100632606,-83.33597,44.474384,10.926
100632607,-95.74525,39.042,26.346
100632610,-80.88145,35.24037,22.076
100632612,-85.89225,42.404385,55.99
100632613,-88.41479,41.784832,42.07
100632616,-123.013916,44.068893,50.27
100632618,-76.514595,39.40274,17.99
100632622,-92.15853,46.796432,16.946
100632623,-122.01095,38.270485,21.69
100632624,-78.43193,40.347076,14.706
100632625,-88.12922,33.89269,19.986
100632626,-94.87357,36.939957,11.986
100632628,-94.88563,46.968582,36.586
100632629,-84.42807,43.180824,25.75
100632630,-112.50257,34.540916,21.59
100632632,-98.06787,29.747028,17.076
100632633,-89.92576,38.72678,58.2
100632636,-90.415565,41.489246,29.79
100632637,-120.86834,37.751347,22.856
100632638,-81.41119,28.294664,25.57
100632641,-118.55885,34.188213,17.986
100632643,-76.9532,38.829308,70.03
100632646,-118.257866,33.900265,51.206
100632647,-66.48658,18.410788,35.89
100632649,-77.23697,39.187984,54.916
100632650,-98.479904,38.60573,22.77
100632653,-95.271286,29.766449,20.386
100632656,-157.99876,21.38456,15.986
100632659,-87.72769,41.425102,44.156
100632660,-75.22788,40.265507,36.646
100632661,-122.75158,48.992523,16.486
100632663,-83.990135,39.827652,36.02
100632665,-86.3412,39.61497,9.99
100632666,-122.01819,47.905384,46.82
100632667,-96.03003,41.200733,57.006
100632668,-95.14474,32.04399,12.786
100632669,-121.31276,37.92245,23.36
100632670,-122.063095,37.048744,32.076
100632671,-112.03281,34.721012,25.94
100632673,-91.34859,41.676502,28.366
100632674,-94.363014,44.543213,13.986
100632675,-88.32305,42.95562,15.586
100632676,-86.66491,35.98457,32.726
100632677,-71.15403,42.56988,20.856
100632679,-76.85078,39.463886,13.256
100632680,-88.10034,42.057358,27.776
100632681,-93.20801,44.69739,26.736
100632682,-87.68307,42.006386,30.37
100632685,-82.499725,27.49298,17.106
100632686,-118.33788,34.17341,50.47
100632688,-82.43387,27.689465,20.806
100632689,-73.88808,40.632362,25.23
100632691,-97.488815,37.679726,49.466
100632693,-119.87856,39.48826,380.376
100632695,-118.133446,34.04384,36.21
100632696,-122.130165,47.695232,13.99
100632697,-88.320625,42.50018,11.986
100632698,-83.84356,34.48132,19.25
100632700,-116.976585,32.737682,24.48
100632701,-123.06092,44.916058,86.266
100632702,-80.18541,40.518627,34.69
100632703,-121.959145,37.272507,30.2
100632704,-83.239365,42.742813,23.66
100632705,-122.48327,37.759113,37.856
100632706,-76.311615,43.15841,63.39
100632708,-76.13365,36.780697,61.536
100632711,-81.34557,28.544172,21.486
100632713,-105.10091,40.412815,27.576
100632714,-88.466,44.25375,25.266
100632715,-84.60547,33.562023,8.916
100632716,-90.04971,34.972614,42.78
100632717,-75.923904,43.961452,7.45
100632719,-74.00286,41.740005,64.006
100632720,-80.033554,40.357567,14.2
100632721,-77.47018,43.124516,18.81
100632722,-119.28434,46.28309,19.966
100632723,-80.38039,27.362043,68.326
100632724,-76.674,39.26666,208.52
100632725,-117.83872,33.79828,45.426
100632726,-81.43757,28.110632,33.49
100632728,-84.15912,39.60281,15.896
100632729,-84.37308,39.33746,33.33
100632730,-118.62032,34.465652,27.646
100632731,-76.55808,39.28193,27.816
100632732,-74.203964,39.76583,23.746
100632734,-86.75223,30.40896,41.36
100632736,-96.76586,33.0966,21.95
100632740,-122.82789,47.020306,12.61
100632741,-96.25885,33.058228,27.986
100632743,-88.35567,40.040546,18.33
100632744,-105.47841,44.299526,42.26
100632745,-114.58985,47.670097,27.17
100632746,-76.61211,39.36409,22.53
100632747,-91.51364,46.042316,39.08
100632748,-116.41763,43.61072,40.19
100632750,-112.37949,34.462563,17.216
100632751,-82.122055,41.443638,20.06
100632756,-81.44667,40.804195,22.99
100632757,-92.380264,42.478294,15.99
100632758,-91.01181,38.5335,11.386
100632759,-82.928795,30.079395,35.32
100632760,-70.354126,41.68127,22.986
100632761,-97.3563,32.651127,21.59
100632762,-81.30369,28.780266,24.736
100632763,-73.98712,40.695942,40.8
100632764,-85.74521,42.89244,35.54
100632765,-118.86382,34.194374,73.056
100632766,-96.09656,32.255074,24.876
100632767,-124.30954,43.348576,60.29
100632769,-82.091675,33.318676,20.09
100632770,-84.31925,30.464691,15.036
100632771,-155.61829,20.040503,12.486
100632772,-88.564705,40.022736,11.006
100632773,-75.181435,40.058823,23.306
100632774,-82.35859,28.056566,108.04
100632776,-123.34736,44.915092,57.62
100632777,-114.20044,46.36734,13.99
100632778,-93.351776,45.210716,18.88
100632779,-88.564705,40.022736,18.616
100632780,-104.870346,39.111187,21.55
100632781,-93.862976,39.184044,13.986
100632783,-71.79895,42.306026,35.89
100632784,-121.95641,37.524197,15.986
100632785,-114.2717,47.027294,19.276
100632786,-85.735916,38.25016,14.39
100632787,-95.97115,41.180817,115.066
100632789,-86.73631,40.340595,22.04
100632790,-111.98449,41.094368,21.59
100632791,-97.65178,30.448284,13.19
100632792,-84.44463,33.951023,19.066
100632793,-89.47217,43.12293,20.386
100632797,-79.92552,40.47321,48.796
100632801,-117.20041,34.47822,26.08
100632806,-80.245316,27.160774,108.656
100632807,-121.14905,44.614613,25.046
100632809,-89.98861,34.91283,9.956
100632810,-111.90862,33.537754,16.176
100632811,-111.683945,33.465538,28.43
100632812,-106.57021,31.869337,30.216
100632813,-96.13551,33.716602,51.74
100632814,-118.14165,34.171947,15.99
100632815,-111.69272,33.249805,19.556
100632816,-118.14165,34.171947,14.26
100632817,-122.68516,47.434486,19.99
100632818,-78.830956,35.77838,20.37
100632819,-122.45091,37.794178,17.45
100632822,-89.92482,38.61478,17.096
100632823,-117.68295,33.6313,26.35
100632824,-122.23195,37.825672,29.83
100632825,-75.50424,40.669323,22.656
100632826,-122.30372,47.078495,27.446
100632827,-94.02931,41.61253,49.46
100632828,-88.396194,34.066853,17.986
100632832,-88.396194,34.066853,13.99
100632833,-88.396194,34.066853,13.99
100632834,-74.14879,41.11138,160.676
100632835,-118.021255,34.154503,11.99
100632836,-86.56851,35.110744,17.51
100632837,-117.24194,33.939102,17.976
100632838,-121.91906,36.58854,19.71
100632839,-122.39803,45.529594,34.31
100632842,-86.34137,43.521442,28.47
100632843,-76.9148,39.523933,31.29
100632849,-122.54968,45.64631,12.79
100632850,-88.99238,42.702267,42.94
100632851,-122.42781,37.78295,37.266
100632852,-88.99238,42.702267,20.506
100632853,-77.43421,38.763332,114.686
100632858,-111.66247,40.2822,63.3
100632860,-121.281166,38.704227,19.986
100632861,-87.25068,41.517933,23.28
100632882,-88.349,42.21765,13.916
100632883,-111.47013,36.893784,14.49
100632888,-93.21677,44.131973,27.32
100632889,-122.83954,45.542744,19.99
100632890,-93.21677,44.131973,36.11
100632891,-89.339745,30.448263,102.64
100632892,-80.36213,35.543465,141.56
100632894,-71.59184,43.437714,27.94
100632897,-117.723015,33.56241,45.516
100632899,-89.72608,39.756447,22.04
100632902,-88.59133,47.117256,15.186
100632904,-123.20842,44.85974,19.99
100632906,-74.06282,42.57739,26.826
100632908,-89.72608,39.756447,59.27
100632913,-88.448006,42.336113,19.5
100632916,-92.380264,42.478294,15.99
100632917,-87.34314,36.589714,27.966
100632919,-79.91751,40.46954,14.826
100632924,-87.845894,42.164734,66.47
100632925,-75.38627,40.464157,22.04
100632926,-71.88184,41.441048,84.43
100632928,-108.33881,45.954334,15.586
100632929,-87.845894,42.164734,50.59
100632933,-121.30736,38.67893,44.64
100632934,-94.695984,39.251247,37.64
100632935,-121.25718,38.68554,13.58
100632936,-73.05091,44.496857,28.456
100632938,-103.44496,38.02164,12.786
100632939,-119.74985,39.485275,41.416
100632943,-95.29035,29.341934,13.986
100632944,-92.099724,38.844955,42.63
100632945,-122.073524,47.31843,50.35
100632946,-79.87736,37.327496,13.34
100632947,-76.13847,43.157944,36.976
100632949,-92.806595,43.288708,9.336
100632950,-86.25999,41.577686,21.59
100632952,-79.769966,40.33978,19.066
100632953,-70.98097,42.210037,10.87
100632954,-76.49247,39.307846,31.16
100632956,-88.970665,42.435623,20.52
100632957,-75.26296,39.70386,20.03
100632958,-84.152504,39.602474,13.53
100632959,-111.964264,33.592693,25.836
100632960,-86.37405,35.90764,32.426
100632961,-76.45438,39.251465,46.786
100632962,-80.498116,34.3563,21.246
100632963,-106.71611,34.862606,31.33
100632964,-104.91457,39.32573,43.586
100632965,-81.26851,41.663914,28.67
100632967,-81.41119,28.294664,23.636
